Marca temporal,¿Qué edad tienes? (escribe tu respuesta en números),¿Cuál es tu sexo biológico?,Estado civil,"¿A qué estado de la República Mexicana perteneces? (sin abreviaturas) Ejemplo: Estado de México, Oaxaca, Ciudad de México, Puebla",1. El amor para mi es:,2. La primera palabra en la que pienso cuando escucho a alguien hablar sobre el amor es: ,3.. Pienso que el amor,4. Selecciona una de las opciones con la que estés de acuerdo,5. ¿Cuál crees que debería ser una de las principales características del amor?,6. Creo que el amor,7. Los componentes del amor son,8. Selecciona los tipos de amor conozcas,9. Creo que los seres humanos amamos porque,10. Un amor equilibrado debería ser o tener,"11. En cuanto al amor de pareja, prefiero que mi tipo de pareja sea:",12. Cuando amo yo suelo ser ,"13. El amor filial es igual, es decir, padre y madre aman de la misma forma ",14. El amor lo puede todo,15. Todo se perdona por amor,16. Existen las medias naranjas o almas gemelas,17. El amor no es igual a una relación de pareja
31/10/2021 16:23:38,22,Hombre,En una relación,Ciudad de México,Un mito que construimos sobre las experiencias que vivimos.,Relación,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Se debe corresponder con los hechos.,Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,Intimidad (unión) y compromiso,"Amor romántico, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es un subproducto de nuestra consciencia que se refuerza con la cultura y con las respuestas placenteras que ocasiona en nuestro cuerpo.,Condiciones claras para quienes estén involucrados.,Monógama,"Honesto, cariñoso, comprometido, tolerante.",1,1,1,1,5
31/10/2021 17:12:26,29,Mujer,En una relación,Ciudad de México ,"Una emoción que genera seguridad y apego, que genera más emociones intensas ",Confianza ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Límites, es respetar cada uno de los aspectos que se tienen ",Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio",Es una reacción natural dada por circunstancias que se viven a diario ,"Tener respeto, tolerancia, honestidad, responsabilidad y compromiso ",Responsable hacia uno y hacia los demás ,Confiada,1,3,1,1,1
31/10/2021 20:13:23,66,Hombre,Divorciado (a),ciudad de méxico,la palabra que se usa para significar alguna plenitus,que no puede definirlo,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,que no se sepa qué es,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad y pasión,"Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",necesitamos encontrar sentido a la vida,respeto,"cuidadosa, atenta, inteligente",no sé,2,2,4,3,4
31/10/2021 20:49:35,24,Mujer,En una relación,Ciudad de México ,Un sentimiento ,Rojo,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Responsabilidad ,Es una decisión basada en compromiso y tolerancia,"Atracción, pasión y deseo","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio",No sabemos estar solos,"Responsabilidad, respeto y tolerancia ",Adecuada para mi,Atenta y detallista,3,1,1,4,5
31/10/2021 22:00:34,17,Mujer,Soltero (a),Puebla,Un sentimiento que te da paz.,Tranquilidad.,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,La responsabilidad.,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Nos da un sentido a vivir.,Compromiso por todas las partes.,Sincera.,Impulsiva.,2,3,1,2,5
31/10/2021 22:57:30,50,Hombre,En una relación,Michoacán,Hijos familia pareja Amigos,Hijos,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Dar, compromiso, reciproco",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal",Afinidad,Reciprocidad,Ella... Solo éso.. que sea ella,Pasional .. y entregado total,1,5,5,5,3
31/10/2021 23:28:20,57,Mujer,Viudo (a),Ciudad de México ,Una construcción cultural y social ,Lejanía ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La responsabilidad ,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es una característica de la especie,Responsable,Responsable,Entregada,3,4,1,1,5
31/10/2021 23:29:23,20,Hombre,En una relación,Estado de México,"Es una decisión, también es un compromiso, también un sentimiento que puede tenerse a cualquier cosa.",Dios,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que sea incondicional,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Eros o amor erótico, Amor maternal, Amor propio, Amor platónico",Es una expresión de Dios en nosotros,"Una consideración tanto por lo que se ama externamente como por lo interno, por uno mismo.","Comprensiva, amable, que busque el bien para otros y para sí misma, que busque la superación personal en cuanto a lo que su desarrollo como ser humano se refiere.","Tolerante, comprensivo, considerado, comprometido, responsable, afectuoso.",3,5,5,3,5
1/11/2021 9:14:46,23,Mujer,Soltero (a),Ciudad de México,"Amor es libertad, felicidad, son actos que demuestren que el bienestar otras personas (y el tuyo) te importa",Refugios,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Respeto, que sea un amor mutuo, llegar a acuerdos",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Amor propio, Amor platónico","Porque es ""natural"", porque nos hace sentir felices.",Debería ser mutuo. ,"Cariñoso, atento","Protectora, amorosa",2,2,1,2,1
1/11/2021 10:05:12,22,Mujer,Soltero (a),Veracruz ,Un conjunto de sensaciones y sentimientos hacía algo o alguien ,Paz,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Equilibrio,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Amor propio, Pragma o pragmático, Amor platónico",se ha aprendido a hacerlo y porque puede que nos ayude a sobrellevar nuestra existencia ,"Paz, respeto, autonomía","Una persona respetuosa, carismática, amable y comprometida ",Imprevisible ,4,1,1,1,5
1/11/2021 10:08:53,21,Hombre,Soltero (a),Ciudad de México,Una decisión que se toma conscientemente al verse atraído por alguien y una tarea quebse debe cumplir todos los días ,Compromiso ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La confianza ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Eros o amor erótico, Amor maternal, Amor propio",Tenemos la capacidad de formar relaciones sociales complejas e inseguridades ,"Confianza, honestidad, responsabilidad y apoyo mutuo ",Responsable y abierta a aprender ,"Cariñoso, entregado y demandante ",4,1,1,1,4
1/11/2021 14:14:50,20 años,Mujer,Soltero (a),CDMX,"Una construcción social, que va normada según la epoca y según lo correcto de expresar, por lo que tiene muchas expresiones y formas de comunicarse hacia la persona que de dirige el amor, expresado desde lo que una persona concibe como tal dado por un grupo social. Además de ser un conjunto de reacciones fisiológicas mecánicas y químicas. ",Expresión ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"un complejo tejido de emociones y sentimiento, que te pueden hacer sentir calidez, protección, confianza, como una chispa en el corazón. ",Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fatuo, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Amor propio, Amor platónico",existe la necesidad de establecer lazos con los demás y poder identificarse con los otros ,"Pues tendría compromiso, intimidad y pasión","Que me respete, que tenga lazos afectivos con esa persona, que halla atracción física.  ",No lo sé ,3,2,1,1,4
1/11/2021 17:48:04,20,Mujer,En una relación,Ciudad de México,Las acciones físicas y emocionales que una persona hace con respeto y cariño. ,Respeto y cariño,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto. ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Porque es algo que existe desde siempre.,Responsabilidad afectiva,Respetuoso ,"Cursi, entregada, incondicional, atrevida, sexualmente activa y respetuosa. ",1,1,1,3,2
1/11/2021 18:24:23,23,Mujer,Soltero (a),Estado de México,"un sentimiento o emoción que llega a experimentar cada persona, de distinta manera, particularmente en una relación amorosa/de pareja",noviazgo,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"que sea sano, recíproco o mutuo",Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Amor compañero o sociable, Amor propio, Amor platónico",es un estado emocional que se siente y se quiere demostrar a quienes se ama,"sano, comprometido, con acuerdos o negociar y cumplirse","alguien seguro de lo que siente y quiere respecto a una relación, particularmente que sepa lo que quiere conmigo y que se sienta realmente seguro de querer estar conmigo, sin dudar o sentirse confundido","muy expresiva, detallista (incluyendo cosas que no requieran mucho costo económico), comprometida con la relación, dedicarle el tiempo y espacio necesario sin dejar de hacer mis cosas personales, suelo buscar soluciones o querer apoyar de la manera que me sea posible a mi pareja",1,3,2,1,3
1/11/2021 23:27:07,23,Mujer,En una relación,Estado de México ,Compañerismo y compartir parte de tu vida con otro ,Apoyo ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Crecimiento mutuo ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Se nos inculca y no cuestionamos para qué amamos ,Basado en reciprocidad y respeto ,Alguien que no me necesite y así elija estar conmigo ,"Detallista, procuro, escucho y pongo atención ",1,1,1,2,5
2/11/2021 2:08:05,25,Hombre,Soltero (a),Estado de México,Parte fundamental de la vida,Corazones,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Debe ser respetuoso,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor maternal, Amor propio, Amor platónico",Si no para que vivir?,Reciproco,Fiel y honesta,Amado,3,4,2,3,3
2/11/2021 8:04:26,21,Mujer,Soltero (a),Michoacán,"Compañerismo, sexualidad",Incomodidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio significa admirar mis cualidades y mis logros,Fidelidad,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Evolucionamos así,"Atracción, individualismo, apoyo, diálogo",Que sea una persona que me lleve bien con él/ella. Que el respeto sea el valor principal a prácticar. Que me guste física y mentalmente. ,Detallista,3,1,1,1,3
2/11/2021 10:59:31,21,Mujer,En una relación,Veracruz,"Es el conjunto de sentimientos y acciones que haces por la persona que amas, por ejemplo el dar apoyo incondicional, respeto, paciencia, cariño, tolerancia, aceptación, fidelidad, comprensión y estar siempre ahí cuando te necesite.",Mi novio,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Aceptación,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio",Algunos porque quieren y otros porque lo necesitan,Momentos inolvidables,No quiero que sea como yo perp que sí tenga los mismos principios que yo en cuanto a la relación,"Trato de ser una mejor persona, mas paciente y comprensiva. A veces me apendeja pero creo que es normal",2,3,1,3,4
2/11/2021 11:09:00,21,Mujer,Soltero (a),Veracruz,"Un vínculo que se entabla con personas que comparten características en común, evitando conductas de poder y dominancia y optando una relación de confianza, respeto y eticidad.",Etéreo,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio significa admirar mis cualidades y mis logros,La reflexión ,Es una búsqueda de afecto,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Buscamos una aceptación social ,Comprensión,"Una personalidad que encaje con la mía, y que construya su noción de amor similar a la que tengo",Muy comprensiva,3,1,1,3,5
2/11/2021 11:25:54,19,Mujer,Soltero (a),Veracruz,"Un vínculo que podemos establecer entre personas, objetos, hobbies, mascotas, cosas de manera. Que contiene comunicación, respeto, tolerancia etcétera.",Parejas ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio no es tan importante siempre y cuando alguien más me ame,Comunicación y tolerancia,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",De establece un vínculo demasiado fuerte que puede llegar o no a la atracción y cariño,Un acuerdo en el que los do estén de acuerdo,Alguien que tampoco le guste el compromiso y no esté esperanzado en aspirar una relación o algo serio,"Aveces amar los defectos de la otra persona, ayudarle cuando necesita algo, estar ahí ",2,1,2,3,5
